road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Highway,301.4181475682434,47.65703154282998,Clear,5,Good,Night,0.49611799898002273
Highway,76.78059915378847,66.60657843187356,Rainy,5,Good,Night,0.44857237890619306
Rural,172.99799449965082,65.9199383395387,Clear,4,Good,Daylight,0.2494568986956384
Urban,466.09820973121805,119.52834031417301,Foggy,1,Good,Night,0.7100001610474003
Urban,209.41070143515992,114.91780201157658,Rainy,3,Fair,Night,0.7092568595186978
Rural,347.7439402102629,79.8486106426006,Clear,3,poor,Night,
Rural,499.77335768842477,33.797313314069335,Clear,3,Fair,Daylight,0.6111744276572437
Highway,168.38137122509352,45.85960386306772,Clear,5,poor,Daylight,
Highway,309.2363955565222,56.37615549817358,Foggy,5,Fair,Daylight,0.7518698861708013
Rural,363.39700671599593,107.32116596934296,Rainy,5,Fair,Night,0.8280580897082518
Urban,124.08226095443682,37.06324570633776,Foggy,3,Fair,Night,0.8390715979462817
Highway,116.90265366328194,41.97469166281051,Clear,4,Good,Night,0.43044395956398585
Highway,255.338560246178,54.9384691669827,Foggy,2,Good,Daylight,0.5204290525959707
Urban,223.6156347916802,112.69101886533835,Clear,1,Good,Daylight,0.1382103334609149
Highway,371.3969465857912,70.38120907763872,Clear,2,Good,Night,0.49717641555491776
Urban,81.2789471518638,84.68360365975346,Rainy,1,Fair,Night,0.49208793862956396
Urban,487.47498068331066,58.722330507017844,Rainy,5,Fair,Night,0.9398872210721174
Urban,56.42464175862456,38.852211110846675,Clear,3,poor,Daylight,
Rural,320.59257095126804,42.28005374084802,Clear,2,Good,Night,0.5896597029764483
Rural,303.1846681403248,100.26712203158792,Clear,5,Good,Night,0.49930731204070905
Rural,110.62207889137659,109.34820383198382,Rainy,1,Good,Night,0.3388079837274622
Urban,117.9121922210884,69.30756558931449,Rainy,2,Good,Daylight,0.4188705075198837
Urban,406.70486950758203,55.699452745925655,Clear,2,Good,Night,0.47504131019796625
Rural,449.4031062857074,100.78351365272624,Rainy,2,Good,Daylight,0.5719688305364532
Highway,177.3576346476963,87.30947750809278,Clear,2,Fair,Daylight,0.3381126183806081
Urban,247.08378378315578,24.087397748563316,Foggy,2,Good,Night,0.8602026105341296
Highway,209.7477684672591,55.074089888281065,Rainy,5,Good,Daylight,0.3572065949239091
Highway,82.64615584399336,88.21729782360418,Clear,1,Fair,Daylight,0.2296560625018898
Urban,352.94191070711423,77.36798202909772,Foggy,1,poor,Night,
Urban,421.33682066256057,117.80673088462225,Clear,4,Fair,Daylight,0.4055143763329562
Highway,187.19571082604318,106.61153782252904,Foggy,3,Good,Night,0.6441079080928189
Highway,495.57910713382324,25.973840573126097,Rainy,2,Fair,Night,0.8780222915383283
Rural,84.13320077705973,92.57690156723606,Rainy,1,Good,Night,0.48822803196842945
Rural,347.8058212165344,53.63266123304779,Clear,3,Fair,Night,0.5827783481609716
Urban,251.70260653674003,88.20827030859465,Rainy,3,poor,Daylight,
Rural,250.97085549799513,81.72245860913964,Rainy,5,Good,Daylight,0.4270837144721281
Rural,255.9405272150931,70.30502591468411,Foggy,2,Fair,Daylight,0.6550616770548598
Rural,166.4067982106428,105.2949554339555,Rainy,4,Fair,Night,0.6544459241424518
Rural,372.0032722995046,90.86898601431677,Foggy,3,Fair,Night,0.7839338361263207
Highway,374.70943673826207,108.95551145020065,Foggy,5,Good,Daylight,0.6192761547116781
Urban,177.07869954762216,48.16037491030493,Foggy,2,Fair,Night,0.7835509666510463
Rural,425.8879073863026,54.81275245946021,Rainy,1,Good,Night,0.6945437458967976
Highway,192.5802246426485,82.19513498104689,Clear,4,Good,Daylight,0.34595813650248014
Highway,376.291905793944,116.64644373617358,Clear,2,poor,Daylight,
Highway,104.4498953804299,57.158209933718126,Rainy,5,poor,Night,
Rural,125.91573926168554,23.22936500674912,Foggy,5,Fair,Night,0.8406231984297213
Rural,192.10804002871302,64.58879554219567,Rainy,5,Good,Night,0.5994932092700955
Urban,317.24319545053766,74.39295625290231,Clear,5,Fair,Daylight,0.5115517991231636
Rural,340.4801684654147,100.09874086995433,Foggy,5,Good,Night,0.7378443759163492
Rural,228.36027738536367,92.86004799966389,Rainy,4,Good,Daylight,0.4249086108148944
Highway,85.02761889973132,116.46626807183361,Foggy,3,Fair,Daylight,0.45257744143096507
Urban,218.13559344172592,98.26827605564662,Foggy,3,Good,Daylight,0.3628203638048172
Rural,359.9453821816182,49.86284370678827,Clear,1,Fair,Night,0.6119675083732973
Rural,351.94795750864216,84.13803109801697,Foggy,3,Good,Daylight,0.6399933553050305
Highway,122.08838594244924,87.22411933965523,Rainy,5,Fair,Daylight,0.5070729656324958
Highway,53.50278662103522,119.80205148205229,Foggy,3,Fair,Daylight,0.36669440972842376
Rural,388.84172778325257,33.87379112267776,Foggy,3,poor,Night,
Urban,97.86567487335967,39.13255026904568,Rainy,5,poor,Daylight,
Urban,87.05711478392848,35.55136440086889,Clear,4,Good,Night,0.4506927237356781
Highway,51.21554757537356,78.90601141659639,Clear,5,Fair,Night,0.45641938944758903
Highway,244.67059668061725,33.53010722340201,Rainy,3,Fair,Night,0.6003429944795418
Rural,276.4687554053665,85.60077089045355,Foggy,3,Fair,Daylight,0.5817552570118827
Highway,336.94882076686577,100.37740508642189,Rainy,1,Fair,Daylight,0.4866995028524552
Rural,183.22872832066363,63.27929242068605,Rainy,5,Fair,Night,0.671950542877044
Urban,369.69112237405096,76.06850818894642,Rainy,1,Good,Daylight,0.45489170613737845
Urban,126.19933583312371,111.27220832912909,Clear,1,poor,Night,
Rural,424.3955238996563,76.95659175775012,Foggy,2,Fair,Night,0.8544435902300721
Highway,307.3317480007005,40.86055520348674,Rainy,1,Fair,Night,0.7757573288705826
Urban,312.7504205174218,54.31937984433618,Clear,3,Fair,Night,0.6653125449811961
Highway,144.39893620059865,72.98458033394685,Clear,3,Good,Daylight,0.21700943198393235
Urban,83.34893718517472,35.489768548958494,Foggy,2,poor,Daylight,
Rural,259.12616138630216,81.25198353568692,Rainy,2,poor,Daylight,
Rural,327.02537836506156,119.92460918840257,Foggy,5,Fair,Daylight,0.7148368542434529
Rural,92.77090639775852,85.25349649409644,Rainy,2,Good,Night,0.48713632292781295
Urban,477.740513537675,57.24111440144412,Clear,4,poor,Night,
Highway,491.18646210476305,53.17464916810625,Clear,3,poor,Daylight,
Highway,295.4555129266214,113.16033226072751,Foggy,3,Good,Night,0.567783406619222
Highway,477.53111987303276,107.15142905786558,Rainy,2,poor,Daylight,
Urban,130.75035691138388,67.23586201987672,Foggy,2,Good,Night,0.652397059264485
Urban,61.439308330786204,55.34145645002842,Rainy,3,poor,Night,
Urban,67.73429088067547,91.04642835964525,Foggy,2,Good,Daylight,0.3133143405153914
Urban,314.38061574205057,51.45024755542828,Clear,5,Fair,Night,0.7075712355235267
Urban,77.73884754657058,31.940323225254048,Foggy,2,poor,Night,
Highway,481.3455230708392,51.01522123015263,Rainy,2,poor,Daylight,
Urban,113.86994484172936,63.42959821172019,Foggy,5,poor,Daylight,
Urban,187.1252627238404,45.541137598270815,Rainy,5,Good,Daylight,0.5010135398437956
Highway,420.1330108992568,41.681372583772294,Foggy,5,poor,Night,
Urban,148.4331453968419,20.614016266469775,Rainy,3,poor,Night,
Highway,159.33580630455677,83.08427814040465,Rainy,2,Good,Night,0.4019075861274724
Highway,339.0390301059582,81.4448942316119,Rainy,5,poor,Daylight,
Rural,174.23873982016804,38.80252377707282,Foggy,5,poor,Night,
Rural,147.8514353034651,114.36500718111841,Foggy,3,Good,Daylight,0.36690398489558573
Rural,164.37997143754586,60.95709018047581,Clear,4,Good,Night,0.4241930859682896
Rural,270.79137470332705,22.547943357630654,Rainy,2,Good,Night,0.6394729357490584
Urban,484.74494272916695,41.97719172648436,Clear,4,poor,Night,
Rural,424.50707370255276,89.20674842711946,Clear,4,Fair,Daylight,0.3941864811015908
Highway,178.0746190520797,40.161989881059526,Rainy,5,Good,Night,0.6729314237442374
Urban,213.51794382414397,25.391245887605614,Clear,3,poor,Night,
Rural,259.03051272683484,81.77062213946729,Foggy,2,Fair,Daylight,0.5682759797817086
Highway,490.5183411576457,71.8354790594183,Clear,2,Fair,Night,0.7244541797868516
Urban,127.57571075107207,96.12658360984534,Foggy,2,Good,Night,0.5991662193606329
Urban,210.86739657134729,97.26313885441417,Rainy,4,Good,Night,0.5410747379593893
Rural,378.2417422922217,115.99352537877289,Rainy,1,Good,Daylight,0.4661082395283511
Urban,483.77468042102447,25.701754401853876,Rainy,3,Good,Night,0.886591045807393
Highway,120.05384574390696,23.898941981822833,Clear,1,Good,Night,0.3551697019413777
Urban,152.3209793874556,118.71970480276607,Rainy,4,poor,Daylight,
Highway,151.5626034756936,84.48478776969539,Rainy,5,poor,Daylight,
Urban,59.41941327143308,91.53705396675714,Foggy,1,Good,Night,0.46765690972234714
Rural,321.85203124142726,29.648201973516848,Clear,1,poor,Daylight,
Highway,351.8163833656522,26.9812690848337,Clear,3,Good,Night,0.4945585869719963
Urban,321.13665055636403,36.0253593935771,Rainy,4,Good,Daylight,0.5207203050409493
Urban,82.09534523576644,62.71956027974696,Clear,3,Fair,Night,0.49170249833275154
Urban,81.15355658553426,31.01761827329757,Rainy,5,Good,Daylight,0.4601785155878233
Highway,144.67394952235583,64.6333740440828,Foggy,2,Fair,Daylight,0.5310776363752291
Highway,180.6325320645116,76.15359031013367,Clear,4,poor,Night,
Highway,403.9446451595213,20.033296788510796,Clear,5,Good,Daylight,0.4416197242221089
Rural,121.7256195870145,31.424563079197746,Foggy,5,Fair,Daylight,0.6956848949220712
Rural,69.84149737888946,57.519519176787874,Clear,1,Fair,Daylight,0.25443190146754135
Highway,227.29437847087482,25.332979269680017,Rainy,3,poor,Daylight,
Urban,237.37647656386414,33.35289733121401,Clear,1,Fair,Night,0.5718726703927276
Rural,252.9083021850294,43.17963904559545,Clear,1,Good,Night,0.5096337286610227
Highway,422.1065948121358,62.9601414167647,Foggy,2,Good,Night,0.8237984352036702
Urban,94.10243669192377,91.48371979367091,Foggy,3,Fair,Night,0.7186685608116656
Rural,366.77393708988296,33.26886118258459,Rainy,2,Good,Daylight,0.5037310346407846
Urban,202.07550697038084,93.79585719093322,Clear,5,Good,Daylight,0.2504938890516097
Urban,189.49106139596148,105.50607297172208,Clear,2,Fair,Night,0.3805367761343557
Urban,469.644406738691,85.14787668852333,Foggy,5,poor,Daylight,
Urban,161.81083598753392,24.37256954277978,Rainy,1,poor,Daylight,
Rural,339.13932590271486,64.06536869274413,Clear,2,Good,Daylight,0.23879623709117592
Rural,173.80749081924142,86.00660016334999,Rainy,3,Fair,Daylight,0.44174353622692647
Rural,278.2147471881733,117.85131346073123,Clear,2,Good,Night,0.3330747000560675
Highway,403.83180166832506,115.18083880692424,Foggy,5,Good,Daylight,0.5897171257566085
Rural,446.77513558231726,59.57031544399187,Foggy,4,Fair,Night,0.8915879154481083
Urban,427.41375813277267,81.59310722250926,Foggy,3,poor,Daylight,
Rural,311.98133126508793,109.08151473615851,Foggy,5,Good,Night,0.7986472839337624
Urban,161.96734190219996,103.10462473761964,Foggy,4,poor,Night,
Highway,347.5550224678396,67.94218341127498,Foggy,3,Good,Night,0.7111226014119951
Urban,369.4572706008236,46.12413308916234,Rainy,4,Fair,Night,0.8365760018652882
Urban,54.811395551075634,33.709994679883295,Foggy,1,Fair,Night,0.7004861712203132
Urban,247.64472991934355,68.79801550832592,Rainy,1,poor,Daylight,
Highway,429.4679192697939,92.28458753432892,Foggy,2,Good,Daylight,0.5802111330996669
Rural,270.3144183093713,116.97697132162659,Clear,2,Fair,Daylight,0.33157555857474347
Rural,190.11894897349453,106.18149048230889,Clear,2,Good,Night,0.26710579957301306
Highway,442.3089969610982,40.42409552481617,Clear,2,Good,Daylight,0.4020789816837733
Urban,120.14631388841256,91.97781268224699,Rainy,4,poor,Night,
Rural,142.90035458729017,48.910125385843045,Foggy,3,Good,Night,0.5901011563481451
Highway,359.31756512126003,88.34725944335965,Rainy,3,Good,Night,0.6307154275561235
Rural,208.59617368695874,86.58054604607726,Foggy,2,poor,Night,
Highway,370.85757608020054,47.24306029255415,Clear,1,Fair,Night,0.6201447346153689
Urban,120.96662956677135,43.438862021728646,Rainy,5,Good,Night,0.5196259938027562
Rural,163.52109032038067,30.393776258892586,Foggy,2,Good,Night,0.6391796673725935
Highway,120.49132026363509,25.05396368046267,Rainy,2,Fair,Daylight,0.5008073034057424
Rural,478.80964110357934,105.8451058856471,Rainy,1,poor,Night,
Rural,232.43178238291586,24.98493946350417,Clear,5,Fair,Night,0.5457807409460698
Rural,201.7489594596017,28.87411665251141,Clear,4,Good,Daylight,0.4008266699872426
Rural,56.390970276844115,43.885203536819986,Clear,4,Good,Daylight,0.3162013611273623
Highway,119.03791073489933,108.76583284622761,Clear,5,poor,Daylight,
Urban,239.51113530912477,53.29403604221913,Clear,5,poor,Daylight,
Highway,80.82625665735233,39.179955745659214,Foggy,4,Fair,Night,0.7335113029796407
Highway,279.8326982777976,91.55554957950952,Foggy,2,poor,Daylight,
Highway,254.7569473090015,51.906975486868575,Clear,2,Fair,Daylight,0.45992950018286505
Urban,395.2256631549584,53.33666380761963,Clear,1,Fair,Night,0.577147257589958
Rural,346.91121563014246,93.8976595938536,Clear,5,Good,Daylight,0.4271298186243232
Rural,250.67628739425822,45.16528156083059,Rainy,2,Fair,Daylight,0.5733934155843443
Rural,151.09731504728217,109.67600477056256,Clear,2,Fair,Night,0.46387438202162307
Urban,377.08860470801284,76.14216779983454,Foggy,1,poor,Night,
Rural,368.5379465543919,73.78317111724141,Foggy,5,poor,Daylight,
Urban,118.98327223192433,46.475223506620964,Rainy,1,Good,Night,0.5071995992294014
Rural,461.6383241414312,103.50943401299257,Foggy,1,Good,Night,0.7368530834679251
Rural,78.98230220676943,77.27495508715015,Clear,4,Good,Night,0.3532272618696844
Highway,74.76696900172229,35.5516547905226,Rainy,1,Fair,Daylight,0.40419237874018854
Urban,134.30768794809217,40.62982372447626,Rainy,5,poor,Daylight,
Highway,459.25735912194705,66.82559088206436,Foggy,2,Fair,Night,0.8895499456041428
Highway,283.9991558166148,97.96418224163885,Clear,2,Good,Night,0.38330477363607385
Highway,404.5734143028051,113.92952736169602,Clear,4,poor,Night,
Urban,152.5294346344253,86.34986303769467,Clear,5,Fair,Daylight,0.33595725155557166
Urban,270.59988859418337,70.61432495582982,Rainy,2,poor,Daylight,
Rural,211.23025863074702,45.07319775120247,Foggy,1,Fair,Daylight,0.644404783227913
Highway,422.5228731797867,87.28679604557496,Foggy,3,Good,Daylight,0.6022227738564235
Rural,60.17199771165198,118.22397558535073,Foggy,3,Fair,Daylight,0.47597404082654476
Highway,159.7292284847474,67.6222475539235,Clear,3,Fair,Daylight,0.4135669749655346
Urban,118.65840093607045,36.21418788898954,Rainy,3,Good,Night,0.5348822654531249
Urban,436.6350674247062,30.334058145417856,Rainy,1,Good,Daylight,0.6657319090340037
Urban,260.3947323621946,46.925618259898144,Foggy,2,Fair,Daylight,0.6146080526537678
Highway,231.8990197519473,76.94420190212435,Foggy,4,Fair,Daylight,0.6213933430976548
Urban,252.26724294548592,114.68053010913289,Rainy,1,Fair,Night,0.556372435350541
Highway,487.3660478160508,49.91650830641467,Foggy,2,Good,Night,0.9101033630185427
Rural,432.62032745116585,50.539117137160446,Rainy,5,Good,Night,0.7200252463929424
Highway,367.86594733263837,68.11796591121924,Rainy,2,Good,Night,0.700366289719559
Rural,180.71553165046458,111.85423350991888,Foggy,2,poor,Night,
Highway,124.3278497833015,61.90550505890892,Rainy,2,poor,Night,
Rural,464.645133061004,42.322939186093315,Rainy,1,Good,Night,0.7875236485028038
Urban,240.38398525841728,36.31309149817713,Foggy,2,poor,Night,
Rural,175.4401097608831,65.70153692724816,Foggy,2,poor,Daylight,
Urban,261.91437188793594,100.06774357301497,Foggy,5,Fair,Daylight,0.6925536396884286
Urban,463.0313402691585,49.135240472438966,Rainy,5,Fair,Daylight,0.8769021465414604
Rural,224.18029102608193,71.25226392306429,Foggy,3,Fair,Daylight,0.6834165889310776
Highway,303.18844876164474,80.30082724225491,Foggy,1,poor,Night,
Highway,411.33483549885506,65.04704116578974,Rainy,2,poor,Daylight,
Highway,242.20963897177606,39.16902413532894,Rainy,3,Fair,Daylight,0.6768302845949954
Highway,155.09381086686574,112.17456779348554,Foggy,3,Fair,Daylight,0.5321720343474678
Highway,497.53658677236507,76.5449235234484,Foggy,1,Good,Daylight,0.6673427817378484
Urban,480.4568858534718,92.91343839138855,Rainy,3,poor,Daylight,
Highway,429.5656261064813,83.6043005437933,Rainy,3,Fair,Night,0.7632986294884214
Urban,359.76824572366513,119.80480217275736,Clear,1,Fair,Daylight,0.2938732321331824
Urban,182.68953263136362,65.6310134438656,Rainy,4,Fair,Night,0.7113032742170208
Urban,461.0358221738144,62.497237329909346,Rainy,3,poor,Night,
Rural,174.00050155455295,56.013986609000625,Clear,5,Fair,Night,0.6395609718099744
Rural,410.36427260457464,56.162845934026265,Foggy,3,Fair,Daylight,0.6428860495771577
Urban,463.21617557358786,47.57702107172368,Clear,1,Fair,Night,0.6463250608333837
Rural,321.3517281934602,118.0630125146547,Rainy,1,Fair,Daylight,0.4841112666438173
Highway,411.3752980510305,107.0782034301912,Clear,4,Fair,Daylight,0.41989156557956764
Highway,406.262794640786,51.66730049572162,Clear,4,Good,Daylight,0.5142660679515405
Urban,136.92098800444094,50.522904464983554,Clear,5,Fair,Night,0.5649538415661687
Highway,350.5660131182381,30.35339871850548,Clear,5,Good,Daylight,0.43253380816212794
Urban,92.06057160699959,107.70308605094928,Clear,3,poor,Daylight,
Urban,278.5325644118666,57.17660508266061,Clear,4,poor,Night,
Highway,123.00599666325988,77.26153921451278,Foggy,5,poor,Night,
Rural,237.35727445839424,110.03777288809312,Clear,3,poor,Daylight,
Highway,424.8419336142969,60.81006484742057,Clear,2,poor,Night,
Highway,494.22552783359197,100.68680434228418,Clear,3,Fair,Night,0.6449873251737628
Urban,193.08192424682798,63.02856262487571,Clear,5,Fair,Night,0.510901818288555
Urban,289.38006445242945,90.09409390177527,Rainy,3,poor,Daylight,
Urban,280.08411096671983,63.11844071921811,Clear,2,Fair,Night,0.6119730035589925
Urban,479.48067942397967,59.27591345546926,Clear,5,Good,Daylight,0.48952915977651573
Rural,265.3626795947481,119.07092395619081,Clear,3,Good,Daylight,0.33874536112861897
Rural,364.597792429864,81.2349842003575,Foggy,5,Fair,Daylight,0.768536919652824
Rural,464.80515489883675,56.73911816229792,Clear,3,poor,Daylight,
